,Tahun,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Lahan,luas bangunan
0,2014,0,0,0.16666666666666666,0,0.12060301507537691,0.015659955257270694
1,2023,0.18867924528301883,0.5384615384615385,0.16666666666666666,0,0.12060301507537691,0.015659955257270694
2,2022,0.18679245283018864,0.6153846153846154,0.16666666666666666,0,0.12060301507537691,0.015659955257270694
3,2019,0.18867924528301883,0.23076923076923078,0,0,0.08040201005025127,0.1610738255033557
4,2020,0.08490566037735847,0.7692307692307694,0.16666666666666666,0,0.19597989949748745,0.029082774049216997
5,2017,0.06603773584905659,0.8461538461538463,0.16666666666666666,0,0.185929648241206,0.015659955257270694
6,2021,0.2264150943396226,0.6923076923076923,0.16666666666666666,0,0.2914572864321608,0.029082774049216997
7,2016,0.06981132075471697,0.4615384615384616,0.16666666666666666,0,0.12060301507537691,0.011185682326621926
8,2018,0.28301886792452824,0.38461538461538464,0.16666666666666666,0,0.3417085427135679,0.060402684563758385
9,2020,0.5094339622641509,0.9230769230769231,0.33333333333333337,0.6666666666666667,0.5577889447236181,0.10514541387024609
10,2018,0.14150943396226412,0.15384615384615385,0.16666666666666666,0,0.17085427135678394,0.029082774049216997
11,2019,0.19811320754716977,0.3076923076923077,0.16666666666666666,0,0.1507537688442211,0.04921700223713646
12,2020,0.2075471698113207,0.07692307692307693,0.16666666666666666,0,0.18090452261306533,0.04921700223713646
13,2018,0.2075471698113207,1.0000000000000002,0.16666666666666666,0,0.18090452261306533,0.04921700223713646
14,2017,0.21698113207547165,0.8461538461538463,0.16666666666666666,0,0.04522613065326633,0.11633109619686802
15,2019,0.21132075471698109,0.6153846153846154,0.16666666666666666,0,0.04522613065326633,0.10961968680089484
16,2019,0.33018867924528295,0.5384615384615385,0.16666666666666666,0,0.23115577889447236,0.05145413870246085
17,2018,0.13207547169811318,0,0.16666666666666666,0,0.12562814070351758,0.015659955257270694
18,2022,0.09433962264150941,0.6923076923076923,0.16666666666666666,0,0.20100502512562812,0.029082774049216997
19,2023,0.18301886792452826,0,0.16666666666666666,0,0.19597989949748745,0.04921700223713646
20,2022,0.28301886792452824,0,0.16666666666666666,0,0.3467336683417085,0.10514541387024609
21,2020,0.18867924528301883,0.6923076923076923,0.16666666666666666,0,0.19095477386934673,0.042505592841163314
22,2017,0.18679245283018864,0.07692307692307693,0.16666666666666666,0,0.19095477386934673,0.11409395973154363
23,2021,0.15094339622641506,0.5384615384615385,0.16666666666666666,0,0.2613065326633166,0.029082774049216997
24,2016,0.09433962264150941,0,0.16666666666666666,0,0.2613065326633166,0.029082774049216997
25,2018,0.33018867924528295,0.07692307692307693,0.16666666666666666,0,0.18090452261306533,0.10961968680089484
26,2020,0.5566037735849056,0,0.33333333333333337,0,0.5276381909547738,0.08277404921700224
27,2018,0.5188679245283019,0.5384615384615385,0.16666666666666666,0,0.271356783919598,0.060402684563758385
28,2019,0.09433962264150941,0,0.16666666666666666,0,0.2613065326633166,0.029082774049216997
29,2020,0.14716981132075468,0.6923076923076923,0.16666666666666666,0,0.18090452261306533,0.029082774049216997
30,2018,0.5566037735849056,0,0.16666666666666666,0,0.35678391959798994,0.029082774049216997
31,2017,0.5566037735849056,0,0.16666666666666666,0,0.35678391959798994,0.029082774049216997
32,2019,0.14716981132075468,0.3076923076923077,0.16666666666666666,0,0.18090452261306533,0.029082774049216997
33,2019,0.14716981132075468,1.0000000000000002,0.16666666666666666,0,0.1758793969849246,0.029082774049216997
34,2018,0.06603773584905659,0.07692307692307693,0.16666666666666666,0,0.185929648241206,0.015659955257270694
35,2022,0.1924528301886792,0.4615384615384616,0.33333333333333337,0.3333333333333333,0.42713567839195976,0.08277404921700224
36,2017,0.5283018867924528,0.23076923076923078,0.33333333333333337,0,0.31155778894472363,0.060402684563758385
37,2019,0.23584905660377353,0.15384615384615385,0.16666666666666666,0,0.17085427135678394,0.029082774049216997
38,2019,0.2584905660377358,0,0.16666666666666666,0,0.19095477386934673,0.029082774049216997
39,2018,0.24716981132075466,0,0.16666666666666666,0,0.18090452261306533,0.029082774049216997
40,2022,0.28301886792452824,0,0.16666666666666666,0,0.39698492462311563,0.029082774049216997
41,2023,0.13207547169811318,0.07692307692307693,0.16666666666666666,0,0.12562814070351758,0.015659955257270694
42,2022,0.29622641509433956,0.6923076923076923,0.16666666666666666,0,0.3165829145728643,0.029082774049216997
43,2020,0.009433962264150941,0,0,0,0.12060301507537691,0
44,2017,0.5566037735849056,0,0.33333333333333337,0,0.5276381909547738,0.08277404921700224
45,2021,0.5188679245283019,0,0.33333333333333337,0.3333333333333333,0.3266331658291457,0.10514541387024609
46,2016,0.18679245283018864,0.07692307692307693,0.16666666666666666,0,0.2613065326633166,0.029082774049216997
